region,rainfall_mm,temperature_c,humidity_pct,river_level_m,snow_melt_mm,prev_day_rain,risk_level,risk_label
Aktau,91.00708967348177,25.42069711707218,45.0290528684104,7.331020032273599,29.195964463056768,17.042825587461135,3,Critical
Aktobe,76.67392624011141,33.86755937515004,94.8237678836262,4.605611302847944,10.349680062252908,48.62227508855098,3,Critical
Semey,91.08430146466198,6.704319225049922,88.05442084838771,6.0042903275140205,42.5702873945737,6.70327780386093,3,Critical
Almaty,86.89239951277663,9.299909548746736,98.55245584612314,3.099190698624107,4.2132183077925545,51.44487948320237,2,High
Shymkent,76.46778957473842,28.015524632870964,70.23947060832785,3.557868279989189,17.804654258321083,61.00272302204278,2,High
Astana,117.66921602159857,2.066255904298103,39.80080585123296,1.4417418397793853,34.019220688126104,46.79447151829773,2,High
Oskemen,108.403657516323,-2.9628188018448416,33.0252039741491,1.7847121836625277,13.706018190960034,21.298520119904822,1,Medium
Atyrau,77.5997902940596,28.38903305316427,34.95315524867693,6.7051741611960916,41.38375973906359,2.5074135087093374,3,Critical
Taldykorgan,83.18102537483097,-7.907473610197053,21.58365266778035,4.8862897376666155,36.993391330020174,9.555910717142861,3,Critical
Pavlodar,6.1914967990452,17.886474808973706,51.25456887887513,3.0314934941286418,39.45114222740671,49.7842383259221,1,Medium
Atyrau,80.3900957460047,15.289678136006305,35.3142144399634,6.521384067466594,5.955326793835813,74.7536173474011,3,Critical
Shymkent,5.299852525212021,5.566420137576241,52.9324368365362,2.348899292284872,7.027356399777146,16.522752317760514,0,Low
Taraz,70.59165083639172,4.1835284493811535,94.79955454710124,7.820245239501529,14.323686887229181,58.802091928407904,3,Critical
Petropavl,119.92241994790018,24.733597678172956,54.4432167605752,3.0861320580962732,25.903858259878053,69.31608505992332,2,High
Taraz,66.69678977246156,-6.110892515685409,90.23875975878678,3.0298321561342068,37.40080383497012,41.67057427580089,3,Critical
Astana,56.78521416976001,0.6552939190123421,68.44038132927011,2.839339291525289,41.82654453804518,53.54126366749262,2,High
Taldykorgan,37.5425827806705,22.960192932714037,39.77052437291135,1.4158363694321594,35.216765797859026,65.20122533409184,2,High
Pavlodar,14.462709454375734,14.674426267689089,48.46838074073691,1.333528604990093,46.429844076531914,20.854012619247484,0,Low
Semey,87.7228405749938,-4.240530615988613,26.71356286571435,5.360787759005925,36.93717548079651,23.751653941443436,3,Critical
Astana,23.111883334275653,29.696102642692708,46.67700748768084,7.0633853341853525,15.313394350230736,0.05020133027649365,2,High
Taldykorgan,13.833842549674124,7.70515309536162,74.20327564028273,6.428903827037551,13.25406421692863,77.0475304718242,1,Medium
Kostanay,50.611519167661505,27.254076889497775,25.768887434354816,1.5583069551601332,34.80962251505449,73.40359156770758,2,High
Atyrau,95.44102055509168,25.44708569874689,36.43211267824235,4.591865913440499,9.643528434480714,61.16546110075443,2,High
Astana,89.40774577442644,18.09914509122776,50.51528331306492,1.2919365948248,4.635740540513495,6.32608167813185,1,Medium
Atyrau,6.585913757576991,12.251650908279185,98.563962961277,0.8397098270980808,26.611143742809695,35.80023117596065,0,Low
Almaty,54.61724220433873,34.07978781717906,82.78894583671041,5.422893945385754,41.082078488947765,8.151340317724225,2,High
Taraz,62.69214912854027,-3.4765717429082335,78.67893971936832,4.513642502602627,5.068992123493176,1.2736213810238883,2,High
Almaty,77.34559807509866,22.632007739800166,29.295276522035678,1.1151776390860313,39.59456618978646,49.29463721700778,2,High
Oskemen,78.02008205318738,-1.3964184340844952,82.47967148919932,0.7620443480449133,40.5786002175774,76.86635336641507,2,High
Kostanay,43.7636699348767,5.221839739955676,82.82150492128122,7.9231731005700095,24.113700004077177,72.229441874572,3,Critical
Pavlodar,67.28126328042168,3.891443451793787,68.08821564994626,0.7251599911180391,2.8655155005243405,55.74038519483235,1,Medium
Semey,57.72742606129037,32.61661944824254,99.22894255986975,3.8339618978761973,8.72949256235932,7.731246733189714,1,Medium
Aktau,106.19980278279372,33.53102800047238,46.020312473964154,4.284642684557717,35.37131375809662,21.933123013784012,3,Critical
Atyrau,63.63181591618802,-1.7643050094372779,95.30179585934813,1.379601108503338,35.58889724954747,25.604538150823277,2,High
Semey,52.923859409779396,-9.008417786612311,93.17848919652029,1.767963338297872,44.917763758383266,61.0520046196449,2,High
Atyrau,48.538253961822086,22.400361784840086,20.91845277995023,3.1385375480776436,29.134307327729143,64.17993433880912,2,High
Shymkent,68.69133113201588,8.809547024171795,56.00932211798488,6.21256907160247,6.205368385688869,30.808489839193633,2,High
Astana,96.47723752810772,-6.002188971059603,98.16833864412587,4.3031181804520005,6.070745275248607,33.43071972940877,2,High
Oskemen,64.60817884569451,20.768934750966913,28.249708992646063,5.284264059147212,36.05661786784118,3.560723142093707,3,Critical
Taraz,79.39862100966498,14.529748771731487,63.822775550665554,7.888809163180061,9.189233255395058,23.13093747350088,2,High
Aktau,88.542692028783,34.12325699004977,98.31660056328832,6.260040764849072,16.419274980830266,36.1028141742112,3,Critical
Kyzylorda,62.42017318544782,0.23342731376205172,64.43963392846882,3.7577112360591327,24.360600346095694,9.358643710820607,2,High
Atyrau,51.21804679858372,8.179004434694672,35.18522423777248,3.8483144134741156,1.23824387880756,36.2613968604017,1,Medium
Semey,105.19984534349393,14.414561152794032,66.57465840740718,5.140790577807538,12.440951350996594,68.25406498062404,2,High
Oskemen,50.10073008334706,25.626499480400824,36.35524591596375,5.490239063141782,20.394480425364,46.50568157800427,2,High
Karaganda,55.43314206907051,14.697739552402641,61.57634103155874,4.255331943775035,13.981815924660312,6.314388403072986,1,Medium
Aktau,118.84095760101326,17.580507238787714,25.92337743298784,5.33645917111235,6.818516373378292,15.333705506421946,2,High
Karaganda,0.02850282910614954,0.176617321547333,68.43861353715238,0.6764937081057407,36.40061288980987,37.9635480126845,0,Low
Almaty,22.256749149206698,28.111342763985192,61.34319513025265,3.722171479226331,40.657382758399244,28.918971985744967,1,Medium
Taraz,46.07566679036709,9.288374613671408,79.21290950091705,2.592035570551076,12.873948807186242,28.6981615636879,1,Medium
Petropavl,111.91078913103034,-3.656816761520383,70.45603769270281,1.468808339323328,38.72097473031516,42.34139585148721,2,High
Petropavl,8.403564689696523,19.88845615274378,63.96850148246053,1.2465988460658135,19.27767822006569,46.75167372715659,0,Low
Kyzylorda,1.138252035419769,-0.27592960666116184,75.1823079398497,5.0239412421100065,25.33428954270014,63.748925622095285,1,Medium
Shymkent,6.322060317267431,-5.6096870392315115,31.515353085778468,4.427004103644588,42.80005374465764,27.27732507699877,1,Medium
Semey,10.625209273634177,28.78941087819225,67.62877290068832,2.401880877472769,37.497684090120394,64.43730264324694,1,Medium
Taldykorgan,4.511612784751304,10.707301901979786,33.76884822582221,4.032125440793859,40.255842565808884,27.088898329010604,1,Medium
Kyzylorda,57.57375922278057,23.717767071309936,94.04177662815047,4.191742363868062,6.842258329317841,4.434639115298706,2,High
Astana,69.69086486727933,3.076440191285979,25.466728387648338,1.9625673532896186,3.485971291686474,44.335012080383294,1,Medium
Astana,32.60243652828049,25.413656071294987,54.429979975263464,5.39069796411238,44.67023645439935,47.032185991585166,3,Critical
Semey,47.79448607707627,-4.962883284031135,75.66379821243558,6.356895172895678,19.391713478554717,74.7632196497488,3,Critical
Taldykorgan,11.003920213371616,6.018801820768374,56.6417769334607,6.435976556671393,14.393983903484042,58.084906084997954,1,Medium
Pavlodar,40.364455659410645,34.01278180880878,27.367620258632186,5.018523730275913,36.23481271309122,73.42181219955516,3,Critical
Shymkent,62.70230299614277,25.729537236560276,64.2703212901366,4.3372893688926055,41.82077982899283,72.66777681944076,3,Critical
Oskemen,87.87261686215741,12.376516864160969,71.33055270618837,0.9575535725404617,43.12448109491505,48.36592882065937,2,High
Atyrau,0.40156344515750675,5.289986220284829,76.30338487924061,2.658734741387044,15.799857056261368,42.2209652269158,1,Medium
Taldykorgan,56.07729198451831,29.246106501011447,49.860785157020715,1.1995358508362743,42.6106195600837,44.595277373087995,2,High
Petropavl,35.64034517458587,14.518149158803205,65.09279768230098,7.728673706588553,2.046697218717269,78.26646461417982,2,High
Aktau,102.33861860302817,24.129125804109997,56.05491799511305,1.5131010966932052,2.483074572985944,61.85341533975671,1,Medium
Pavlodar,85.86639782810903,23.934845614227385,73.76448310018027,1.6383155738832653,31.175959758707723,8.501272383391667,2,High
Atyrau,70.69302413650738,-9.192444464417868,66.68455738598549,7.171824637478691,3.1553184557773117,62.274272542511994,3,Critical
Atyrau,33.27187748361283,-4.318579774332394,62.06049756473079,7.579462126073434,16.230458425508075,13.64304391185807,2,High
Pavlodar,109.24069224690412,19.6833214877634,39.96194934705989,6.243717794261824,33.6377993123462,35.78804392045005,3,Critical
Almaty,5.412081266438782,-2.727108492135785,20.161481419858713,0.540536927545024,16.863344802711318,16.83677377412274,0,Low
Karaganda,13.136111841493818,1.4972005095022105,33.92653402491434,0.5100970321742277,8.979989072004797,55.16664524265838,0,Low
Atyrau,46.995616864842724,32.59870793898232,29.365283313933492,3.335755773405881,14.067531092692082,70.18477889544285,1,Medium
Pavlodar,14.932506875622762,15.208201626871034,55.92677960087574,1.575465275081694,22.878766612521588,23.228950829334476,0,Low
Taldykorgan,114.769883707131,23.782827814970624,68.98065206094756,0.6378960661369797,23.769292767774118,6.5608592966550106,1,Medium
Pavlodar,95.758718657206,15.109133245218793,37.04680069478465,3.980500170533785,39.150011567360096,23.879447845997063,2,High
Kostanay,31.077918192217638,14.863112665222634,95.12456767737497,7.572964230552286,37.507661471575624,53.78894863457555,3,Critical
Kyzylorda,70.62650747678944,-5.763164044343594,20.53457033791102,2.9286468117682354,22.84089022780676,26.300810204355997,2,High
Aktobe,117.8796618096098,5.464843667409637,81.78408121322744,5.458555088215224,42.28336745493857,22.248973404304273,3,Critical
Almaty,106.10387737578036,2.709390440893028,70.01638156243538,5.391765148493306,5.711856929569792,14.754815246741195,2,High
Taraz,72.09581357306377,7.582776452612595,49.88438408381455,2.383100777488758,12.767667511445074,39.801314149954685,1,Medium
Aktobe,108.44687606103246,25.92548847009477,24.039115552992634,5.378189366178982,41.398823175112575,22.075906252575006,3,Critical
Kyzylorda,118.70218917760307,6.736970056258919,70.19892574274235,2.0925048071516845,18.899701931307654,58.48082793115865,2,High
Kyzylorda,89.2023387472349,10.326356865425723,50.84908102925184,1.4150556018266678,49.05907793969211,6.129792159376217,2,High
Kyzylorda,7.798369137947283,7.882162571839242,94.90137115305754,5.760374641697676,23.31266407639177,53.122642648905405,2,High
Aktobe,48.1896283710585,-5.796641261111698,63.35920599118127,1.3508061282793755,39.59678114818821,19.00480116542159,1,Medium
Semey,100.53908823398945,9.848247121285269,95.17212090348066,7.976819139420165,20.115352069118597,39.14234088412825,3,Critical
Karaganda,27.66830349660228,-1.197582712996823,37.63869547786433,1.8758930086267198,21.24767595312152,22.88719376250085,0,Low
Pavlodar,99.67710213007496,-1.5974516902131342,78.05807282912826,4.956063970673432,19.144157364209175,57.82149408086365,3,Critical
Aktau,14.440651444199514,-5.768375300458014,69.37992166789806,3.58530928559442,35.953781025540586,75.62456322013094,1,Medium
Karaganda,5.633442857737561,6.050193836379414,79.15265838650495,1.4478981680425034,27.375894202999724,73.36614235758506,0,Low
Petropavl,46.09087337894995,24.086684815523782,37.17342911780294,0.7088293068306004,47.188905568418456,46.67409721152729,2,High
Taldykorgan,4.407832491193635,2.4398760762528227,73.1995612990219,5.1704921171962495,12.544515826705238,37.00882426055827,0,Low
Shymkent,114.87243155799908,4.05570958484811,59.84323144454952,6.5506817284184455,5.028136604172218,65.46404075515055,3,Critical
Semey,99.1446834952759,18.92035959525906,79.4259979925053,6.81511746130058,19.663074254960762,54.66610901021839,3,Critical
Taraz,96.092362455585,-1.1871634335886512,46.163571532145426,4.1203510480770085,30.8356353823388,14.685129137354629,3,Critical
Karaganda,75.57335075953837,30.363106869059045,91.2045620372202,6.330916003867892,43.03994684577475,65.67353708904002,3,Critical
Aktau,25.958882764386424,13.40857354631995,26.74410516890803,5.546353501164085,17.309844334016383,34.31075115157682,1,Medium
Astana,62.191244001167064,10.142132314409764,84.57514550329505,5.9319089562434995,32.68933755622308,15.118852797694009,3,Critical
Kyzylorda,71.67288869164092,15.101908636814063,88.90557006520726,4.194492539163606,17.509934051160954,22.543788031719394,3,Critical
Atyrau,63.00378010323218,-2.528455896271204,85.3801849093457,5.250588051815953,30.860979149722905,21.402162419867388,3,Critical
Petropavl,31.228004154183274,17.606291238762932,61.01811154094208,6.541444351820427,44.24039735153254,41.53655796827681,3,Critical
Shymkent,61.82975091776711,6.339533148530471,55.07079840246091,3.484131316677673,11.567882112970452,18.749607254230042,1,Medium
Almaty,58.94236090423519,30.373385343407854,99.70098292199015,6.544841756506878,20.212082105351957,9.885318992126093,3,Critical
Taraz,119.56029309680692,-2.401560699504124,38.33375609713297,4.9401263209179715,49.66325982148733,9.895268049100858,3,Critical
Taldykorgan,107.69233776554447,12.817299673944849,63.750077270083565,1.7442576827808969,43.42785141247304,46.66209577112773,2,High
Shymkent,55.60568978587439,16.91506832160581,73.65404203058604,0.6851311791843846,28.231992894810098,58.780743107950286,1,Medium
Kyzylorda,74.75248595221424,-8.497737919612845,76.06941086891456,3.2206520029936403,25.831379592713766,25.722640707067264,2,High
Atyrau,89.74459249106742,6.366190614026312,36.32197325908629,4.600222462222549,14.23001911523405,2.772056785121366,2,High
Semey,4.183819228058989,22.968585561537473,72.3195273871841,6.7986526415261626,25.86047138467647,10.177990954960858,1,Medium
Atyrau,107.39057294734079,26.9169878352038,85.46956531850698,1.4561426010518463,42.40907491399736,73.17556482696457,3,Critical
Aktobe,103.21521797015085,4.092289766777705,24.00148614568898,6.5015476076268435,34.25872566388903,39.48349276715624,3,Critical
Atyrau,54.89185173284488,25.936697257223805,92.92170346602532,6.972567845504202,14.502201408899328,36.28582476921398,2,High
Aktobe,46.94037192964557,33.5490144696525,22.360324411616475,1.6301561525062533,10.073196052676646,3.043934264807273,0,Low
Petropavl,32.75512498275779,28.559327123379234,48.47768259907155,6.886957394781643,13.260426849841455,58.290961785351925,2,High
Semey,57.20121939964421,-4.706020532830366,21.265055698636964,7.935901758820941,8.487960069641327,42.245446474566315,2,High
Taldykorgan,5.3251996239884125,23.28786494384933,26.17161348316655,5.951291232861782,4.782034801185797,16.166474886921662,0,Low
Oskemen,102.26322400164094,4.385007459824513,92.89346281440632,6.38577261368741,20.95680872210275,8.805900814484575,3,Critical
Kyzylorda,4.250684210225408,34.47871952354345,48.388866459691826,7.958114506691551,5.664980219913385,30.67102909055988,1,Medium
Aktobe,39.48616384438452,11.841154242194921,53.98172243400423,5.04110937894459,8.595627886355217,66.97295713560206,2,High
Almaty,111.79073859827879,-4.490474573847654,37.22755051060421,2.8091478651218704,27.366234216974306,69.22356473608195,2,High
Atyrau,88.22551854281433,22.633349661232586,67.76766161493758,6.781481255570418,8.229963684978737,48.22771043165091,3,Critical
Atyrau,33.76691526930321,4.535503927379622,67.58425717422317,5.108643331337234,3.1939883715451423,58.20291417841141,2,High
Almaty,30.31789127530621,34.86851706867478,49.77603134601754,4.858965677907174,15.86944250139426,9.212462992229629,2,High
Taldykorgan,0.6098567781631159,34.090210603453485,46.642789744431866,2.402266666355287,11.015954931098376,47.05008523742839,0,Low
Astana,83.48571514197002,19.52603081092613,90.79714465444702,6.17250702187165,25.765259399718836,53.35725627897454,3,Critical
Petropavl,5.854029800780771,-4.157809797172709,50.66273917137611,1.112504568950722,5.118354229160466,16.05702743310338,0,Low
Pavlodar,63.91230232809145,20.90874489537631,59.48007937235266,7.4321530309599595,37.58853938414891,70.41237863282072,3,Critical
Oskemen,115.45463671104598,-5.813628109298776,42.66438099399445,2.9436759557786356,45.311675971756934,15.59973900168158,2,High
Taraz,13.136263206534466,-8.678612840392345,82.94156026857019,1.4583098959249283,37.17175869780972,25.078188787716034,0,Low
Aktau,107.33759171616809,27.033130079966874,51.79585255192733,3.817748998268141,26.641351870069713,49.64454776187669,2,High
Aktobe,118.97704021740577,-0.5611173542343391,61.08888372354596,0.8185243194239986,43.03339108944426,51.068005210458466,2,High
Almaty,7.382043148708206,7.056220679859383,40.26857360477291,5.634696456987247,34.74591898907538,55.95077927898938,2,High
Aktau,105.94875229649536,33.805582548927795,99.01276738730014,7.270291328340171,0.5275561225094927,8.960937045456454,3,Critical
Semey,61.929482453233994,5.157822583749647,43.31965927389783,6.779472553538816,19.704507638725154,67.95715439428443,3,Critical
Taldykorgan,108.7816463333496,3.342040157749187,81.65940247244413,1.455271050859108,42.54759497034,42.62777058266079,2,High
Aktobe,68.55827303034889,31.31935998302488,54.19965202854073,1.447033528307989,17.292942898763464,37.70574352840547,1,Medium
Pavlodar,79.45344121278775,-5.016319960646885,36.497392406731194,6.60075861743198,1.760758676276175,78.48780996108077,3,Critical
Aktau,65.25346895968791,24.181208455158433,83.9775011171889,7.431907059523369,37.308981927613615,59.230263755281584,3,Critical
Semey,103.73914563688182,34.46295049937483,46.68854312232345,3.9550237237511685,40.101913514143426,9.44048212954999,2,High
Shymkent,88.06919027444421,30.558320484859195,89.21546779182489,4.242283376853244,8.029684752165428,60.52313337809926,3,Critical
Kyzylorda,62.55123746164979,19.325056341789168,93.22057479342584,2.8869653103929442,26.86702484215906,7.619914717829559,2,High
Atyrau,104.17929648618563,4.132735774672939,88.78590683130207,7.206988386923105,9.597771949786289,2.1976450010387882,3,Critical
Shymkent,29.434263870640148,1.4444891530242518,22.800633184544452,5.336771789692669,35.96172095220734,32.29007162159177,2,High
Aktobe,18.880879164303117,26.866479719215754,82.98986760040845,2.6618868287552635,13.577522758874283,79.48625382553749,1,Medium
Pavlodar,19.248012639608653,29.59198612782629,52.907157319931514,2.740871532906887,15.810756128166503,13.990714895589011,1,Medium
Oskemen,40.08106544942854,13.644571064556178,89.897833614578,7.184000547977018,42.248542682005066,53.811547482143204,3,Critical
Aktau,28.642803756122102,0.9952973353909762,71.0363410147791,0.602255179293661,23.816117610345216,13.871685296489549,0,Low
Petropavl,111.61084206116864,-4.91755562149719,86.69145073151667,2.920449295449788,33.48772256091239,57.98295799667088,3,Critical
Kyzylorda,12.70009125943008,-6.076923947567598,59.95454158934683,4.657675109122768,20.11865253612338,40.428293459026094,1,Medium
Aktobe,83.87888856475053,22.358485130923505,62.80204036791463,1.6116309657449346,14.90034285968777,54.3977368071501,1,Medium
Taldykorgan,22.706584774200707,8.905342753147625,31.55101057069338,1.1907406564969234,31.273903021233068,16.229854073138767,1,Medium
Almaty,105.79645593244202,30.741194342504166,82.71898869514843,6.6145724831792,7.742878703941064,59.650266601640155,3,Critical
Petropavl,115.35783458218889,23.285208532704367,53.55116893335773,7.2080329148638045,18.64999177834315,79.64952476981654,3,Critical
Petropavl,55.85640105239803,-1.393281193843599,60.006409461726605,6.677048155986421,10.451851869296114,53.25204005007678,2,High
Petropavl,105.4885776273758,17.619983846706457,82.8078171276566,7.240909173030108,34.789748347037275,39.47839984583021,3,Critical
Karaganda,0.6174204905657721,9.59774544791717,67.90763200635512,4.648339782937787,47.21044191730538,73.85391908954118,2,High
Aktobe,98.39363008897202,15.97623788458759,36.087898195413395,6.5919359074275645,49.77554840079332,1.268147378550104,3,Critical
Kyzylorda,27.435019382990824,23.213110550233274,67.21861273207142,3.380319787933253,22.513840522079537,58.393881542865685,1,Medium
Atyrau,109.04415711232414,26.278814645170584,52.61062863837246,5.497008961092789,12.626519481822223,71.09972134510502,2,High
Atyrau,0.13441337761313843,27.96817968830259,57.56204336350901,7.916266485418734,22.141468519216208,4.933966689676597,1,Medium
Aktobe,66.74180820477083,1.4288693557411118,22.26490195221342,2.1929579287934557,42.36347049813619,36.005133633260655,2,High
Semey,90.79629645419216,-8.599798003718904,36.80234796130253,3.4242480971831046,10.300283927601994,16.37755631599991,1,Medium
Karaganda,31.042599683748957,23.26826308241479,42.48304651048226,4.100355329825643,47.60478258264619,45.321453247026405,3,Critical
Almaty,23.175943750475167,-5.214532318490143,77.03680062870447,1.535116152650388,17.09328843990755,51.963436688292845,1,Medium
Petropavl,10.091786936158158,4.1713814875835435,20.919397863849227,1.107789578487926,49.29018297251525,24.2098546343004,0,Low
Petropavl,39.17202918039516,-9.828228964404378,52.70218089833057,6.722921497412183,41.93044437669811,36.79853357424807,3,Critical
Aktobe,67.18131747705954,20.675126708072902,93.92214963405863,7.825957796206897,40.428526707369514,22.34715882212476,3,Critical
Semey,13.901262813630918,-2.4790594837950435,28.95044932392991,3.53543797872244,15.89523368866418,29.551293156409102,0,Low
Atyrau,45.20344343841585,19.487708436124617,61.31395105748888,1.1573737714598995,0.4388605973964732,12.763196535073886,0,Low
Atyrau,1.0886885583269956,34.62841777255275,82.92179059126777,0.9935882051793237,19.106645441299392,70.84475548685052,0,Low
Pavlodar,98.241530459981,-6.729810777549267,95.40250460160934,7.18488654770224,15.090468483134684,0.8008328447309143,3,Critical
Aktobe,15.413846171182964,-6.531489462184269,79.74213116269743,3.9786068729575996,1.8698495204398646,70.59273491550309,1,Medium
Karaganda,34.00115379186979,5.31710417000037,77.6452438915525,2.9002048742179394,25.268262825296482,45.73431026797908,2,High
Astana,2.2113262485860963,28.987393141310392,86.119047215661,4.0734595342954965,20.15156556413683,26.5326275341614,1,Medium
Karaganda,51.86889406710148,-0.30115590439006645,55.69609767820349,2.887280710192605,31.72782338707624,57.84457003682638,2,High
Taldykorgan,100.81458032894625,6.217001896865639,84.46756260942665,4.16776831480715,31.05931610970416,40.62017214901314,3,Critical
Atyrau,47.05814537342359,-6.917256701785919,20.637152379636092,6.946672976884527,6.037331794834006,39.92869264860852,2,High
Atyrau,21.539678810860007,24.34198810665002,93.9648844301444,4.942260282965718,48.84827730633113,8.811382633517315,2,High
Shymkent,90.4438600860623,8.3737854241753,55.464520761374025,5.709903296076315,9.346571472072347,31.161282075632695,2,High
Atyrau,94.65683782448932,24.16619298773793,64.27041502925981,3.2350300717575244,22.263701238235228,19.285147668538933,2,High
Almaty,20.850417036908016,30.66235299560578,40.390579913190585,6.03879408882889,24.405877171686747,1.2556724477023717,2,High
Taraz,92.50249302491878,0.47434161955799325,79.40246662723371,5.499628136595293,40.653139860706005,28.80797046256906,3,Critical
Aktobe,113.67574659076055,26.33282136529781,26.130864518019905,1.3967149831404233,4.961479804732338,7.18577035404838,1,Medium
Aktau,19.96531043187268,-7.340774946478603,89.81086420374682,4.794821398366884,21.432213960426587,20.546403018014814,2,High
Karaganda,92.51811510385626,30.448132468111133,86.24934632050741,2.425576222323185,31.425108511810194,7.401329694647556,2,High
Taraz,85.02864055231552,19.28458464014363,37.28480929958131,6.530717522251946,10.757781081202777,8.075330044511908,2,High
Semey,56.828866612210625,29.34020258622582,84.74595186282099,3.694532813502046,31.37339493830364,15.920903553215062,2,High
Astana,6.950455267055795,-9.991522019953814,82.90861864491852,7.960131238973654,46.18324187748264,79.98793955891202,2,High
Almaty,8.96333013094248,-2.3913518339803366,70.57732782031593,1.1937532845422285,49.87590655863375,0.17473142857990176,0,Low
Kyzylorda,102.28975910383772,7.5391724341921424,49.881614151975,6.352608970551189,1.6225538395337857,51.09381088963242,3,Critical
Kostanay,118.81780473007764,7.077630651862336,41.71990033454943,5.5527630015661735,11.779411412233875,11.299495842124587,2,High
Karaganda,81.12627086241054,0.20286723155797937,38.542687223148,6.256241229430291,15.515355789584873,73.65025093686207,3,Critical
Taraz,53.51499684123858,7.1725372940240035,45.488717021088576,2.8064734661784225,19.956305022248305,7.490631466690338,1,Medium
Kyzylorda,77.70883720822891,-4.201807959988533,92.28467547460242,4.190408670368004,12.11285787923837,76.40505497009892,3,Critical
Astana,71.32750310742544,8.574250816971173,26.211262079102504,6.473813897927813,10.174399727765627,48.87411099867823,3,Critical
Shymkent,46.033471248674616,26.10594481216689,86.30970210023669,2.2440599871564126,47.727692120875,0.10144615323921968,2,High
Kyzylorda,7.8751373488815535,11.558152839650806,47.91120600334588,2.1952489759148905,45.92608013852589,71.52057583334448,1,Medium
Almaty,98.58155368889291,-9.189995997465326,61.72795168090865,4.6328821497119925,2.3496250501558738,41.736944109353466,2,High
Almaty,44.62002350864695,8.964981871066133,83.55885069187926,4.426726846473919,16.940651080242407,21.013578826438764,2,High
Aktau,98.25427720285124,-8.777124275912012,90.7501237618377,2.6169685280969963,20.25742768392033,61.38233420125041,3,Critical
Shymkent,30.301049962605866,33.48095348180592,47.58251360581176,2.735567378936171,11.950726733297168,74.1332443109496,1,Medium
Kostanay,0.12353758147600757,-4.264571825970896,56.94747850200883,2.583838724049241,31.443644849408773,38.695265851743514,1,Medium
Aktobe,19.07259399321078,21.84597468487784,53.16128518534338,6.286340464988657,32.01903733221205,25.244277955448872,2,High
Kyzylorda,56.224730012230125,33.77493453014386,21.060082680312846,5.389256491718455,42.525211416429855,63.11560991479414,3,Critical
Shymkent,113.31643619493958,27.17175732499573,43.67543110869253,6.743128875576895,37.04346341926089,54.54283982307637,3,Critical
Almaty,12.263234363246278,21.469191880679166,56.73513869860494,7.8160477123551635,27.12866634829778,71.10019870002179,2,High
Almaty,102.50517293538792,27.775740927534514,52.88748871043518,4.056232222039898,32.67933850222099,55.40112102089544,3,Critical
Taraz,63.24289154542345,34.18094119672824,77.75433820125436,1.0002041105408663,13.699439077150904,19.482267111962905,1,Medium
Atyrau,99.1104918959876,17.960502376408833,50.78428937768826,0.8606923280902657,29.652809498367883,74.53273998072152,2,High
Kostanay,35.80493171879911,15.16331630731969,59.15011591765362,2.7174877945371434,24.46136273749596,8.386859776479305,1,Medium
Kyzylorda,100.79365976069663,18.270714970847663,54.36868737058907,7.494084420143381,6.66722336581852,21.43542000854783,2,High
Aktau,92.73873360201654,13.970414904269973,79.25009191154965,4.424097912281562,12.127213829148536,41.615568617910846,2,High
Aktau,27.60644196377207,18.579009765937347,89.037791918957,2.5383988706009686,14.584672536079301,45.25936208567211,1,Medium
Kyzylorda,15.760215169125367,10.242899358765165,62.55112632060113,3.4937509588326465,46.2154783526279,1.2248469301524345,1,Medium
Taldykorgan,104.16651870387514,-0.17005677025118082,83.1545755356153,4.989463305535031,11.519331969294472,62.4458180656752,2,High
Petropavl,115.58839841281582,-4.588874806974596,43.742934561588044,5.397122436033817,14.462195140983408,28.92858547403116,2,High
Astana,3.756277649701949,-6.924657901048282,63.309568812581496,1.6543963233717878,18.467706504471614,32.51348328017102,0,Low
Aktau,87.75240803684227,1.8492102688940033,47.6183962935978,7.82773757408882,33.18713693126935,64.74956355495566,3,Critical
Shymkent,109.1429413137382,-7.924439604891978,53.136074045746426,4.5857917023709165,5.911919623607026,30.342671338203566,2,High
Astana,102.88321105109983,15.522685096372353,78.59310918501349,1.5176623834420948,47.6972606246888,3.7779901195803856,2,High
Shymkent,115.74245667242502,2.772280116058413,90.53299858661701,7.202264400096003,43.27856100473822,14.115181637628025,3,Critical
Semey,91.21128941257166,27.104066363916445,29.719631287021233,1.059788233095716,28.860803650447508,76.47225379105458,2,High
Almaty,53.07585148570923,-6.65916071552261,70.77114051899045,7.3080157488313455,33.701893371247834,5.632428992201133,3,Critical
Atyrau,37.43423885941566,0.1858172453668665,66.57150460622388,7.974242422167368,0.8330235622107995,28.394496077441296,2,High
Taraz,38.48912885257529,22.86107661905657,29.473203134074552,5.753238493673779,16.947238767422434,40.254333364107566,2,High
Aktau,86.93072071369403,16.946373337257114,36.951546435208726,6.278354158054923,39.7830115330721,39.4624661870848,3,Critical
Atyrau,89.50044144371572,-7.0978927937874605,44.88019957861442,3.0297712735061477,3.8741486896192945,0.3167954409714202,1,Medium
Atyrau,24.043097225845518,29.47577557229902,33.35448566540012,7.561826395504503,14.11569171053601,40.09301851659923,2,High
Atyrau,104.17473761886372,29.47677932717808,39.498358601947345,4.472854745812757,29.264841416715566,30.70179663819274,2,High
Petropavl,85.79088482426971,4.868360174409823,41.4080639089366,5.992913349481661,12.820651384947091,77.76634683796458,2,High
